Permit Type Desc,Issued Date,Original Address 1,Original City,Original State,Original Zip,Latitude,Longitude,Location
Building Permit,8/11/2021,8012 TISDALE DR,AUSTIN,TX,78757,30.35354361,-97.71765513,"(30.35354361, -97.71765513)"
Building Permit,8/11/2021,8012 TISDALE DR,AUSTIN,TX,78757,30.35354361,-97.71765513,"(30.35354361, -97.71765513)"
Building Permit,8/11/2021,2208 MONTCLAIRE ST,AUSTIN,TX,78704,30.24914954,-97.78056849,"(30.24914954, -97.78056849)"
Building Permit,8/11/2021,6809 OASIS PASS,AUSTIN,TX,78732,30.41155186,-97.87601057,"(30.41155186, -97.87601057)"
Building Permit,8/11/2021,3614 PENNSYLVANIA AVE,AUSTIN,TX,78721,30.276063,-97.69363404,"(30.276063, -97.69363404)"
Building Permit,8/11/2021,5511 WILLIAM HOLLAND AVE,AUSTIN,TX,78756,30.32903204,-97.73712409,"(30.32903204, -97.73712409)"
Building Permit,8/11/2021,5511 WILLIAM HOLLAND AVE,AUSTIN,TX,78756,30.32903204,-97.73712409,"(30.32903204, -97.73712409)"
Building Permit,8/11/2021,1168 RIDGEWAY DR,AUSTIN,TX,78702,30.27345069,-97.70463125,"(30.27345069, -97.70463125)"
Building Permit,8/11/2021,300 W 6TH ST UNIT 150,AUSTIN,TX,78701,30.26910965,-97.74565884,"(30.26910965, -97.74565884)"
Building Permit,8/11/2021,4804 FILEY CV BLDG 2,AUSTIN,TX,78721,30.28206465,-97.68112976,"(30.28206465, -97.68112976)"
Building Permit,8/11/2021,4804 FILEY CV,AUSTIN,TX,78721,30.28206465,-97.68112976,"(30.28206465, -97.68112976)"
Building Permit,8/11/2021,2703 CARNARVON LN,AUSTIN,TX,78704,30.23404004,-97.75356045,"(30.23404004, -97.75356045)"
Building Permit,8/11/2021,1934 RUTLAND DR,AUSTIN,TX,78758,30.37972058,-97.71302423,"(30.37972058, -97.71302423)"
Building Permit,8/11/2021,1000 FOREST VIEW DR,AUSTIN,TX,78746,30.28996714,-97.79608928,"(30.28996714, -97.79608928)"
Building Permit,8/11/2021,7805 1/2 N IH 35 SVRD NB,AUSTIN,TX,78753,30.33926635,-97.69857301,"(30.33926635, -97.69857301)"
Building Permit,8/11/2021,9427 SINGING QUAIL DR,AUSTIN,TX,78758,30.37234732,-97.71237448,"(30.37234732, -97.71237448)"
Building Permit,8/11/2021,2203 THORNTON RD,AUSTIN,TX,78704,30.24572636,-97.77083574,"(30.24572636, -97.77083574)"
Building Permit,8/11/2021,2902 WINDSHILL CIR,AUSTIN,TX,78703,30.30854435,-97.76743061,"(30.30854435, -97.76743061)"
Building Permit,8/11/2021,10000 RESEARCH BLVD SVRD SB UNIT 122,AUSTIN,TX,78759,30.39314779,-97.74799619,"(30.39314779, -97.74799619)"
Building Permit,8/11/2021,3200 RED RIVER ST UNIT 101,AUSTIN,TX,78705,30.29153056,-97.72747764,"(30.29153056, -97.72747764)"
Building Permit,8/11/2021,7723 KIVA DR,AUSTIN,TX,78749,30.21591293,-97.86022321,"(30.21591293, -97.86022321)"
Building Permit,8/11/2021,741 CHERICO ST,AUSTIN,TX,78702,30.25884638,-97.70289347,"(30.25884638, -97.70289347)"
Building Permit,8/11/2021,741 CHERICO ST,AUSTIN,TX,78702,30.25884638,-97.70289347,"(30.25884638, -97.70289347)"
Building Permit,8/11/2021,2915 CHENNAULT ST,AUSTIN,TX,78723,30.29210889,-97.69431398,"(30.29210889, -97.69431398)"
Building Permit,8/11/2021,10700 BLACKET DR,AUSTIN,TX,78747,30.13463503,-97.76460753,"(30.13463503, -97.76460753)"
Building Permit,8/11/2021,2920 CHENNAULT ST,AUSTIN,TX,78723,30.29256305,-97.69406386,"(30.29256305, -97.69406386)"
Building Permit,8/11/2021,2923 CHENNAULT ST,AUSTIN,TX,78723,30.29220701,-97.69413698,"(30.29220701, -97.69413698)"
Building Permit,8/11/2021,707 VALDEZ ST,AUSTIN,TX,78741,30.23445635,-97.69180655,"(30.23445635, -97.69180655)"
Building Permit,8/11/2021,707 VALDEZ ST,AUSTIN,TX,78741,30.23445635,-97.69180655,"(30.23445635, -97.69180655)"
Building Permit,8/11/2021,1602 ELMIRA RD,AUSTIN,TX,78721,30.28288122,-97.68750246,"(30.28288122, -97.68750246)"
Building Permit,8/11/2021,7171 SOUTHWEST PKWY BLDG B200 UNIT A,AUSTIN,TX,78735,30.25158882,-97.86404549,"(30.25158882, -97.86404549)"
Building Permit,8/11/2021,11105 MICKELSON DR,AUSTIN,TX,78747,30.13082886,-97.77642815,"(30.13082886, -97.77642815)"
Building Permit,8/11/2021,2600 VIA FORTUNA BLDG 1 UNIT 100,AUSTIN,TX,78746,30.25405487,-97.80018198,"(30.25405487, -97.80018198)"
Building Permit,8/11/2021,1007 CEDAR GLN,AUSTIN,TX,78745,30.21168625,-97.78616282,"(30.21168625, -97.78616282)"
Building Permit,8/11/2021,11807 OAKWOOD DR,AUSTIN,TX,78753,30.38521566,-97.67664288,"(30.38521566, -97.67664288)"
Building Permit,8/11/2021,3305 LIBERTY ST,AUSTIN,TX,78705,30.29488615,-97.73073394,"(30.29488615, -97.73073394)"
Building Permit,8/11/2021,514 E ANNIE ST,AUSTIN,TX,78704,30.24494123,-97.74586933,"(30.24494123, -97.74586933)"
Building Permit,8/11/2021,12152 TROTWOOD DR,AUSTIN,TX,78753,30.3892986,-97.66094996,"(30.3892986, -97.66094996)"
Building Permit,8/11/2021,1810 PIEDMONT AVE,AUSTIN,TX,78757,30.34581292,-97.73025419,"(30.34581292, -97.73025419)"
Building Permit,8/11/2021,2006 OAKLEAF CIR,AUSTIN,TX,78723,30.30728511,-97.68896034,"(30.30728511, -97.68896034)"
Building Permit,8/11/2021,2903 STRATFORD DR,AUSTIN,TX,78746,30.28184922,-97.78477405,"(30.28184922, -97.78477405)"
Building Permit,8/11/2021,9209 SAUTELLE LN,AUSTIN,TX,78749,30.20630502,-97.87873939,"(30.20630502, -97.87873939)"
Building Permit,8/11/2021,10221 ANAHUAC TRL,AUSTIN,TX,78747,30.15323669,-97.78683599,"(30.15323669, -97.78683599)"
Building Permit,8/11/2021,4400 MEDICAL PKWY,AUSTIN,TX,78756,30.31402586,-97.74214023,"(30.31402586, -97.74214023)"
Building Permit,8/11/2021,4400 MEDICAL PKWY,AUSTIN,TX,78756,30.31402586,-97.74214023,"(30.31402586, -97.74214023)"
Building Permit,8/11/2021,1212 1/2 GUADALUPE ST BLDG B,AUSTIN,TX,78701,30.27595528,-97.74429972,"(30.27595528, -97.74429972)"
Building Permit,8/12/2021,610 BRAZOS ST,AUSTIN,TX,78701,30.26839536,-97.74147968,"(30.26839536, -97.74147968)"
Building Permit,8/12/2021,11505 BRANDON PARKE TRL,AUSTIN,TX,78750,30.44999572,-97.81655075,"(30.44999572, -97.81655075)"
Building Permit,8/12/2021,1004 RUTH AVE,AUSTIN,TX,78757,30.33632581,-97.723433,"(30.33632581, -97.723433)"
Building Permit,8/12/2021,3461 NORTH HILLS DR,AUSTIN,TX,78731,30.34826555,-97.75322012,"(30.34826555, -97.75322012)"
Building Permit,8/12/2021,4914 AVENUE G,AUSTIN,TX,78751,30.31397445,-97.72266173,"(30.31397445, -97.72266173)"
Building Permit,8/12/2021,11909 BROOKWOOD CIR,AUSTIN,TX,78750,30.44214124,-97.78881017,"(30.44214124, -97.78881017)"
Building Permit,8/12/2021,7025 VILLAGE CENTER DR,AUSTIN,TX,78731,30.35236849,-97.7557901,"(30.35236849, -97.7557901)"
Building Permit,8/12/2021,7736 CROFTWOOD DR,AUSTIN,TX,78749,30.20773278,-97.83904942,"(30.20773278, -97.83904942)"
Building Permit,8/12/2021,4833 SPICEWOOD SPRINGS RD,AUSTIN,TX,78731,30.37865667,-97.7654096,"(30.37865667, -97.7654096)"
Building Permit,8/12/2021,5008 LANETTE LN,AUSTIN,TX,78617,30.17703397,-97.62700008,"(30.17703397, -97.62700008)"
Building Permit,8/12/2021,6925 DOYAL DR,AUSTIN,TX,78747,30.15172757,-97.73854134,"(30.15172757, -97.73854134)"
Building Permit,8/12/2021,5723 PALO BLANCO LN,AUSTIN,TX,78744,30.19156765,-97.74705491,"(30.19156765, -97.74705491)"
Building Permit,8/12/2021,6001 GROVER AVE,AUSTIN,TX,78757,30.33050058,-97.72843841,"(30.33050058, -97.72843841)"
Building Permit,8/12/2021,6001 GROVER AVE,AUSTIN,TX,78757,30.33050058,-97.72843841,"(30.33050058, -97.72843841)"
Building Permit,8/12/2021,6000 FM 969 RD,AUSTIN,TX,78724,30.28612372,-97.66388573,"(30.28612372, -97.66388573)"
Building Permit,8/12/2021,3742 FAR WEST BLVD UNIT 104,AUSTIN,TX,78731,30.35616737,-97.75801323,"(30.35616737, -97.75801323)"
Building Permit,8/12/2021,2614 FRIAR TUCK LN,AUSTIN,TX,78704,30.23354449,-97.75217054,"(30.23354449, -97.75217054)"
Building Permit,8/12/2021,911 JEWELL ST,AUSTIN,TX,78704,30.25166602,-97.75926075,"(30.25166602, -97.75926075)"
Building Permit,8/12/2021,911 JEWELL ST,AUSTIN,TX,78704,30.25166602,-97.75926075,"(30.25166602, -97.75926075)"
Building Permit,8/12/2021,9010 NORTH LAKE CREEK PKWY,AUSTIN,TX,78717,30.48655197,-97.80194978,"(30.48655197, -97.80194978)"
Building Permit,8/12/2021,9019 NORTH LAKE CREEK PKWY BLDG 2,AUSTIN,TX,78717,30.48633452,-97.80082495,"(30.48633452, -97.80082495)"
Building Permit,8/12/2021,1213 DEVON STETSON PL,AUSTIN,TX,78748,30.16956575,-97.81620659,"(30.16956575, -97.81620659)"
Building Permit,8/12/2021,7125 ZACHARY DR,AUSTIN,TX,78724,30.30671099,-97.64548901,"(30.30671099, -97.64548901)"
Building Permit,8/12/2021,2612 MARKET GARDEN LN,AUSTIN,TX,78745,30.19708895,-97.8218693,"(30.19708895, -97.8218693)"
Building Permit,8/12/2021,10933 SKY ROCK DR,AUSTIN,TX,78739,30.19449938,-97.90229686,"(30.19449938, -97.90229686)"
Building Permit,8/12/2021,2713 GERAGHTY AVE,AUSTIN,TX,78757,30.3465244,-97.74257058,"(30.3465244, -97.74257058)"
Building Permit,8/12/2021,6201 HONEY DEW CT,AUSTIN,TX,78749,30.23196359,-97.84971179,"(30.23196359, -97.84971179)"
Building Permit,8/12/2021,4101 ESKEW DR,AUSTIN,TX,78749,30.2067389,-97.8454998,"(30.2067389, -97.8454998)"
Building Permit,8/12/2021,3414 1/2 DAVIS LN,AUSTIN,TX,78745,30.19600315,-97.83962769,"(30.19600315, -97.83962769)"
Building Permit,8/12/2021,3508 FAR WEST BLVD UNIT 310,AUSTIN,TX,78731,30.35314426,-97.75197014,"(30.35314426, -97.75197014)"
Building Permit,8/12/2021,1704 RIVERVIEW ST,AUSTIN,TX,78702,30.252516,-97.72851471,"(30.252516, -97.72851471)"
Building Permit,8/12/2021,12501 TECH RIDGE BLVD BLDG 1,AUSTIN,TX,78753,30.39785078,-97.66153467,"(30.39785078, -97.66153467)"
Building Permit,8/12/2021,10702 1/2 W SH 71,AUSTIN,TX,78735,30.28138305,-97.9138204,"(30.28138305, -97.9138204)"
Building Permit,8/12/2021,2415 E 10TH ST,AUSTIN,TX,78702,30.26535101,-97.71511441,"(30.26535101, -97.71511441)"
Building Permit,8/12/2021,2415 E 10TH ST,AUSTIN,TX,78702,30.26535101,-97.71511441,"(30.26535101, -97.71511441)"
Building Permit,8/12/2021,1310 WALNUT AVE,AUSTIN,TX,78702,30.2767828,-97.71275729,"(30.2767828, -97.71275729)"
Building Permit,8/12/2021,2603 WOOLDRIDGE DR,AUSTIN,TX,78703,30.29459559,-97.7506329,"(30.29459559, -97.7506329)"
Building Permit,8/12/2021,8830 CAINWOOD LN,AUSTIN,TX,78729,30.45576934,-97.77332616,"(30.45576934, -97.77332616)"
Building Permit,8/12/2021,7323 GAINES MILL LN,AUSTIN,TX,78745,30.19859904,-97.81138476,"(30.19859904, -97.81138476)"
Building Permit,8/12/2021,5803 NORTH HAMPTON DR,AUSTIN,TX,78723,30.30998313,-97.68575768,"(30.30998313, -97.68575768)"
Building Permit,8/12/2021,2912 CHENNAULT ST,AUSTIN,TX,78723,30.29245407,-97.69424749,"(30.29245407, -97.69424749)"
Building Permit,8/12/2021,6824 WILLAMETTE DR,AUSTIN,TX,78723,30.31708506,-97.67315792,"(30.31708506, -97.67315792)"
Building Permit,8/12/2021,106 W SKYVIEW RD,AUSTIN,TX,78752,30.32571459,-97.71990601,"(30.32571459, -97.71990601)"
Building Permit,8/12/2021,5715 AVENUE D,AUSTIN,TX,78752,30.32402818,-97.72015459,"(30.32402818, -97.72015459)"
Building Permit,8/12/2021,10205 N LAMAR BLVD BLDG 1,AUSTIN,TX,78753,30.37200755,-97.69138848,"(30.37200755, -97.69138848)"
Building Permit,8/12/2021,2921 CHENNAULT ST,AUSTIN,TX,78723,30.29210943,-97.69407309,"(30.29210943, -97.69407309)"
Building Permit,8/12/2021,4104 IDLEWILD RD,AUSTIN,TX,78731,30.31429431,-97.75080941,"(30.31429431, -97.75080941)"
Building Permit,8/12/2021,3303 SOUTHILL CIR,AUSTIN,TX,78703,30.30654306,-97.77036514,"(30.30654306, -97.77036514)"
Building Permit,8/12/2021,1931 E OLTORF ST BLDG G,AUSTIN,TX,78741,30.23068206,-97.73492826,"(30.23068206, -97.73492826)"
Building Permit,8/12/2021,2500 WALTER ST,AUSTIN,TX,78702,30.26740387,-97.71638001,"(30.26740387, -97.71638001)"
Building Permit,8/12/2021,7906 CORRIGAN PASS,AUSTIN,TX,78744,30.14336331,-97.72120953,"(30.14336331, -97.72120953)"
Building Permit,8/12/2021,6416 ABILENE TRL,AUSTIN,TX,78749,30.21519813,-97.87882057,"(30.21519813, -97.87882057)"
Building Permit,8/12/2021,8913 WHITEWORTH LOOP,AUSTIN,TX,78749,30.20049958,-97.85661882,"(30.20049958, -97.85661882)"
Building Permit,8/12/2021,3209 KERBEY LN,AUSTIN,TX,78703,30.30430373,-97.75183432,"(30.30430373, -97.75183432)"
Building Permit,8/12/2021,3801 N LAMAR BLVD,AUSTIN,TX,78756,30.30591089,-97.74111557,"(30.30591089, -97.74111557)"
Building Permit,8/13/2021,12901 N IH 35 SVRD NB BLDG 18 UNIT 1850,AUSTIN,TX,78753,30.41525799,-97.67013132,"(30.41525799, -97.67013132)"
Building Permit,8/13/2021,11459 RUSTIC ROCK DR,AUSTIN,TX,78750,30.43284393,-97.78514537,"(30.43284393, -97.78514537)"
Building Permit,8/13/2021,2421 ROEHAMPTON DR,AUSTIN,TX,78745,30.19543006,-97.81806245,"(30.19543006, -97.81806245)"
Building Permit,8/13/2021,1120 REAGAN TER UNIT B,AUSTIN,TX,78704,30.24485027,-97.73878866,"(30.24485027, -97.73878866)"
Building Permit,8/13/2021,1812 NEWTON ST,AUSTIN,TX,78704,30.24612459,-97.75367793,"(30.24612459, -97.75367793)"
Building Permit,8/13/2021,2406 E 12TH ST,AUSTIN,TX,78702,30.2748041,-97.71458235,"(30.2748041, -97.71458235)"
Building Permit,8/13/2021,2314 WOODLAWN BLVD,AUSTIN,TX,78703,30.29106389,-97.75813715,"(30.29106389, -97.75813715)"
Building Permit,8/13/2021,3304 BONNIE RD,AUSTIN,TX,78703,30.29434922,-97.77730658,"(30.29434922, -97.77730658)"
Building Permit,8/13/2021,2006 ALGUNO RD,AUSTIN,TX,78757,30.33581613,-97.7376169,"(30.33581613, -97.7376169)"
Building Permit,8/13/2021,16505 FOWLER MILL CV,AUSTIN,TX,78717,30.50612675,-97.7469008,"(30.50612675, -97.7469008)"
Building Permit,8/13/2021,5707 SEDGEFIELD DR,AUSTIN,TX,78746,30.28022643,-97.83335776,"(30.28022643, -97.83335776)"
Building Permit,8/13/2021,2406 HARRIS BLVD,AUSTIN,TX,78703,30.291602,-97.75699453,"(30.291602, -97.75699453)"
Building Permit,8/13/2021,200 CONGRESS AVE UNIT 200,AUSTIN,TX,78701,30.26459903,-97.74442999,"(30.26459903, -97.74442999)"
Building Permit,8/13/2021,9100 CAIRA CV,AUSTIN,TX,78750,30.42672146,-97.79679605,"(30.42672146, -97.79679605)"
Building Permit,8/13/2021,4400 MEDICAL PKWY,AUSTIN,TX,78756,30.31402586,-97.74214023,"(30.31402586, -97.74214023)"
Building Permit,8/13/2021,4400 1/2 ELMONT DR,AUSTIN,TX,78741,30.23851009,-97.71846804,"(30.23851009, -97.71846804)"
Building Permit,8/13/2021,4801 PARKVIEW PL,AUSTIN,TX,78731,30.3695581,-97.77350534,"(30.3695581, -97.77350534)"
Building Permit,8/13/2021,708 SHERATON AVE,AUSTIN,TX,78745,30.2112109,-97.76169091,"(30.2112109, -97.76169091)"
Building Permit,8/13/2021,1602 NORTHUMBERLAND RD,AUSTIN,TX,78703,30.28761477,-97.7575795,"(30.28761477, -97.7575795)"
Building Permit,8/13/2021,11621 1/2 TALLOW FIELD WAY UNIT B,AUSTIN,TX,78758,30.3950026,-97.70325891,"(30.3950026, -97.70325891)"
Building Permit,8/13/2021,4828 EAGLE FEATHER DR,AUSTIN,TX,78735,30.24427394,-97.83458628,"(30.24427394, -97.83458628)"
Building Permit,8/13/2021,1209 N WESTON LN,AUSTIN,TX,78733,30.32621938,-97.84395033,"(30.32621938, -97.84395033)"
Building Permit,8/13/2021,1200 BROADMOOR DR BLDG 12,AUSTIN,TX,78723,30.31141944,-97.70543553,"(30.31141944, -97.70543553)"
Building Permit,8/13/2021,5301 HALLOWELL CT,AUSTIN,TX,78724,30.30722468,-97.65860747,"(30.30722468, -97.65860747)"
Building Permit,8/13/2021,1501 CANOE BROOK DR,AUSTIN,TX,78746,30.28277854,-97.83518353,"(30.28277854, -97.83518353)"
Building Permit,8/13/2021,2632 CENTURY PARK BLVD UNIT 10,AUSTIN,TX,78727,30.43373587,-97.69333057,"(30.43373587, -97.69333057)"
Building Permit,8/13/2021,7004 WILLIAM WALLACE WAY,AUSTIN,TX,78754,30.35087286,-97.60828296,"(30.35087286, -97.60828296)"
Building Permit,8/13/2021,4520 SIDEREAL DR,AUSTIN,TX,78727,30.42727091,-97.72013248,"(30.42727091, -97.72013248)"
Building Permit,8/13/2021,15117 GALENA DR,AUSTIN,TX,78717,30.49440258,-97.77204525,"(30.49440258, -97.77204525)"
Building Permit,8/13/2021,6603 SUMAC DR,AUSTIN,TX,78731,30.35261112,-97.76322029,"(30.35261112, -97.76322029)"
Building Permit,8/13/2021,6003 GROVER AVE,AUSTIN,TX,78757,30.33058545,-97.72828393,"(30.33058545, -97.72828393)"
Building Permit,8/13/2021,6003 GROVER AVE,AUSTIN,TX,78757,30.33058545,-97.72828393,"(30.33058545, -97.72828393)"
Building Permit,8/13/2021,5844 GORHAM GLEN LN,AUSTIN,TX,78739,30.18366778,-97.88880193,"(30.18366778, -97.88880193)"
Building Permit,8/13/2021,9100 BROWN LN,AUSTIN,TX,78754,30.34725304,-97.67310925,"(30.34725304, -97.67310925)"
Building Permit,8/13/2021,9100 BROWN LN,AUSTIN,TX,78754,30.34725304,-97.67310925,"(30.34725304, -97.67310925)"
Building Permit,8/13/2021,9020 BROWN LN,AUSTIN,TX,78754,30.34678172,-97.67345839,"(30.34678172, -97.67345839)"
Building Permit,8/13/2021,9020 BROWN LN,AUSTIN,TX,78754,30.34678172,-97.67345839,"(30.34678172, -97.67345839)"
Building Permit,8/13/2021,9100 BROWN LN,AUSTIN,TX,78754,30.34725304,-97.67310925,"(30.34725304, -97.67310925)"
Building Permit,8/13/2021,9020 BROWN LN,AUSTIN,TX,78754,30.34678172,-97.67345839,"(30.34678172, -97.67345839)"
Building Permit,8/13/2021,9020 BROWN LN,AUSTIN,TX,78754,30.34678172,-97.67345839,"(30.34678172, -97.67345839)"
Building Permit,8/13/2021,4204 DUVAL ST,AUSTIN,TX,78751,30.30407411,-97.72676175,"(30.30407411, -97.72676175)"
Building Permit,8/14/2021,9500 S IH 35 SVRD SB BLDG G,AUSTIN,TX,78748,30.16291061,-97.79312325,"(30.16291061, -97.79312325)"
Building Permit,8/14/2021,1605 MEARNS MEADOW BLVD,AUSTIN,TX,78758,30.37787851,-97.70633346,"(30.37787851, -97.70633346)"
Building Permit,8/15/2021,1300 E ANDERSON LN SVRD WB BLDG D UNIT 1405,AUSTIN,TX,78752,30.33624245,-97.68822685,"(30.33624245, -97.68822685)"
Building Permit,8/15/2021,1300 E ANDERSON LN SVRD WB BLDG D UNIT 1102,AUSTIN,TX,78752,30.33624245,-97.68822685,"(30.33624245, -97.68822685)"
Building Permit,8/15/2021,1300 E ANDERSON LN SVRD WB BLDG D UNIT 1101,AUSTIN,TX,78752,30.33624245,-97.68822685,"(30.33624245, -97.68822685)"
Building Permit,8/15/2021,1300 E ANDERSON LN SVRD WB BLDG D UNIT 1107,AUSTIN,TX,78752,30.33624245,-97.68822685,"(30.33624245, -97.68822685)"
Building Permit,8/15/2021,1300 E ANDERSON LN SVRD WB BLDG D UNIT 1106,AUSTIN,TX,78752,30.33624245,-97.68822685,"(30.33624245, -97.68822685)"
Building Permit,8/15/2021,1300 E ANDERSON LN SVRD WB BLDG D UNIT 1209,AUSTIN,TX,78752,30.33624245,-97.68822685,"(30.33624245, -97.68822685)"
Building Permit,8/15/2021,1300 E ANDERSON LN SVRD WB BLDG D UNIT 1402,AUSTIN,TX,78752,30.33624245,-97.68822685,"(30.33624245, -97.68822685)"
Building Permit,8/15/2021,1300 E ANDERSON LN SVRD WB BLDG D UNIT 1104,AUSTIN,TX,78752,30.33624245,-97.68822685,"(30.33624245, -97.68822685)"
Building Permit,8/15/2021,1300 E ANDERSON LN SVRD WB BLDG D UNIT 1103,AUSTIN,TX,78752,30.33624245,-97.68822685,"(30.33624245, -97.68822685)"
Building Permit,8/15/2021,1300 E ANDERSON LN SVRD WB BLDG D UNIT 1203,AUSTIN,TX,78752,30.33624245,-97.68822685,"(30.33624245, -97.68822685)"
Building Permit,8/15/2021,1300 E ANDERSON LN SVRD WB BLDG D UNIT 1406,AUSTIN,TX,78752,30.33624245,-97.68822685,"(30.33624245, -97.68822685)"
Building Permit,8/15/2021,1300 E ANDERSON LN SVRD WB BLDG D UNIT 1315,AUSTIN,TX,78752,30.33624245,-97.68822685,"(30.33624245, -97.68822685)"
Building Permit,8/15/2021,1300 E ANDERSON LN SVRD WB BLDG D UNIT 1313,AUSTIN,TX,78752,30.33624245,-97.68822685,"(30.33624245, -97.68822685)"
Building Permit,8/15/2021,1300 E ANDERSON LN SVRD WB BLDG D UNIT 1208,AUSTIN,TX,78752,30.33624245,-97.68822685,"(30.33624245, -97.68822685)"
Building Permit,8/15/2021,1300 E ANDERSON LN SVRD WB BLDG D UNIT 1108,AUSTIN,TX,78752,30.33624245,-97.68822685,"(30.33624245, -97.68822685)"
Building Permit,8/15/2021,1300 E ANDERSON LN SVRD WB BLDG D UNIT 1202,AUSTIN,TX,78752,30.33624245,-97.68822685,"(30.33624245, -97.68822685)"
Building Permit,8/15/2021,1300 E ANDERSON LN SVRD WB BLDG D UNIT 1201,AUSTIN,TX,78752,30.33624245,-97.68822685,"(30.33624245, -97.68822685)"
Building Permit,8/15/2021,1300 E ANDERSON LN SVRD WB BLDG D UNIT 1403,AUSTIN,TX,78752,30.33624245,-97.68822685,"(30.33624245, -97.68822685)"
Building Permit,8/15/2021,617 COLORADO ST,AUSTIN,TX,78701,30.26909632,-97.74363766,"(30.26909632, -97.74363766)"
Building Permit,8/15/2021,617 COLORADO ST,AUSTIN,TX,78701,30.26909632,-97.74363766,"(30.26909632, -97.74363766)"
Building Permit,8/15/2021,617 COLORADO ST,AUSTIN,TX,78701,30.26909632,-97.74363766,"(30.26909632, -97.74363766)"
Building Permit,8/15/2021,617 COLORADO ST,AUSTIN,TX,78701,30.26909632,-97.74363766,"(30.26909632, -97.74363766)"
Building Permit,8/15/2021,617 COLORADO ST,AUSTIN,TX,78701,30.26909632,-97.74363766,"(30.26909632, -97.74363766)"
Building Permit,8/15/2021,617 COLORADO ST,AUSTIN,TX,78701,30.26909632,-97.74363766,"(30.26909632, -97.74363766)"
Building Permit,8/15/2021,617 COLORADO ST,AUSTIN,TX,78701,30.26909632,-97.74363766,"(30.26909632, -97.74363766)"
Building Permit,8/15/2021,617 COLORADO ST,AUSTIN,TX,78701,30.26909632,-97.74363766,"(30.26909632, -97.74363766)"
Building Permit,8/15/2021,617 COLORADO ST,AUSTIN,TX,78701,30.26909632,-97.74363766,"(30.26909632, -97.74363766)"
Building Permit,8/15/2021,617 COLORADO ST,AUSTIN,TX,78701,30.26909632,-97.74363766,"(30.26909632, -97.74363766)"
Building Permit,8/15/2021,617 COLORADO ST,AUSTIN,TX,78701,30.26909632,-97.74363766,"(30.26909632, -97.74363766)"
Building Permit,8/15/2021,617 COLORADO ST,AUSTIN,TX,78701,30.26909632,-97.74363766,"(30.26909632, -97.74363766)"
Building Permit,8/15/2021,617 COLORADO ST,AUSTIN,TX,78701,30.26909632,-97.74363766,"(30.26909632, -97.74363766)"
Building Permit,8/15/2021,617 COLORADO ST,AUSTIN,TX,78701,30.26909632,-97.74363766,"(30.26909632, -97.74363766)"
Building Permit,8/15/2021,2803 BONNIE RD,AUSTIN,TX,78703,30.29201731,-97.77291548,"(30.29201731, -97.77291548)"
Building Permit,8/15/2021,2803 BONNIE RD,AUSTIN,TX,78703,30.29201731,-97.77291548,"(30.29201731, -97.77291548)"
Building Permit,8/15/2021,2803 BONNIE RD,AUSTIN,TX,78703,30.29201731,-97.77291548,"(30.29201731, -97.77291548)"
Building Permit,8/15/2021,1300 E ANDERSON LN SVRD WB BLDG D UNIT 1323,AUSTIN,TX,78752,30.33624245,-97.68822685,"(30.33624245, -97.68822685)"
Building Permit,8/15/2021,1300 E ANDERSON LN SVRD WB BLDG D UNIT 1317,AUSTIN,TX,78752,30.33624245,-97.68822685,"(30.33624245, -97.68822685)"
Building Permit,8/15/2021,2012 GARDEN ST,AUSTIN,TX,78702,30.25373714,-97.72351425,"(30.25373714, -97.72351425)"
Building Permit,8/15/2021,1300 E ANDERSON LN SVRD WB BLDG D UNIT 1311,AUSTIN,TX,78752,30.33624245,-97.68822685,"(30.33624245, -97.68822685)"
Building Permit,8/15/2021,1300 E ANDERSON LN SVRD WB BLDG D UNIT 1105,AUSTIN,TX,78752,30.33624245,-97.68822685,"(30.33624245, -97.68822685)"
Building Permit,8/15/2021,1707 CEDAR AVE,AUSTIN,TX,78702,30.27936384,-97.71375832,"(30.27936384, -97.71375832)"
Building Permit,8/16/2021,2401 DOVE SPRINGS DR,AUSTIN,TX,78744,30.18955161,-97.75578039,"(30.18955161, -97.75578039)"
Building Permit,8/16/2021,2402 HANCOCK DR,AUSTIN,TX,78756,30.32572269,-97.74457168,"(30.32572269, -97.74457168)"
Building Permit,8/16/2021,2201 WOODMONT AVE,AUSTIN,TX,78703,30.28979417,-97.76531129,"(30.28979417, -97.76531129)"
Building Permit,8/16/2021,1712 WALNUT AVE,AUSTIN,TX,78702,30.27972836,-97.7132921,"(30.27972836, -97.7132921)"
Building Permit,8/16/2021,4402 S CONGRESS AVE,AUSTIN,TX,78745,30.21736858,-97.767848,"(30.21736858, -97.767848)"
Building Permit,8/16/2021,13805 BAVARIAN FOREST DR,AUSTIN,TX,78660,30.41055188,-97.6417813,"(30.41055188, -97.6417813)"
Building Permit,8/16/2021,2202 W 49TH ST,AUSTIN,TX,78756,30.32103462,-97.7408234,"(30.32103462, -97.7408234)"
Building Permit,8/16/2021,2302 E 10TH ST,AUSTIN,TX,78702,30.26475513,-97.71718055,"(30.26475513, -97.71718055)"
Building Permit,8/16/2021,2302 E 10TH ST,AUSTIN,TX,78702,30.26475513,-97.71718055,"(30.26475513, -97.71718055)"
Building Permit,8/16/2021,5214 AVENUE H,AUSTIN,TX,78751,30.31680664,-97.71965907,"(30.31680664, -97.71965907)"
